	Desc	Paliwo	Stan	Rok	Przebieg	Cena
716	Fiat Panda II 1.2 69KM -Wsp. kier. -FILM VIDEO -Zobacz	benzyna	sprawny	2009.0	117000.0	9200.0
717	Fiat Punto IV , Salon Polska, Przejechał tylko 46477 KM	benzyna	bezwypadkowy	2012.0	46477.0	23500.0
718	Fiat 500 VAT23% SalonPL 1.Wł Klimatyzacja Kier.Multi PAPIS	benzyna	bezwypadkowy	2017.0	12100.0	34932.0
719	Fiat Panda II KLIMA 1.1 54KM 2-WŁAŚCICIELI NIEMCY	benzyna	sprawny	2006.0	102000.0	8200.0
720	Fiat Grande Punto , Salon Polska, Serwis ASO, Klima	benzyna	bezwypadkowy	2008.0	120486.0	11000.0
721	Fiat Tipo 5D |1,4 120 KM |Pop+podłokietnik |złoty | Okazja	benzyna	bezwypadkowy	2017.0	6.0	54129.0
722	Fiat Panda II I właściciel,Bezwypadkowy,Wzorowy Stan,GWARANCJA	benzyna	bezwypadkowy	2010.0	114000.0	11499.0
723	Fiat Doblo I ZAMIANA RATY 3 OSOBOWY ŁADOWNOŚĆ 610 KILO	diesel	sprawny	2003.0	167552.0	6700.0
724	Fiat Grande Punto , Salon Polska, Serwis ASO, GAZ	benzyna	bezwypadkowy	2006.0	136251.0	11000.0
725	Fiat Punto IV , Salon Polska, Serwis ASO, Klima ,Bezkolizyjny, Parktronic	benzyna	bezwypadkowy	2012.0	61052.0	22000.0
726	Fiat 500X I 1,0 120 KM| Pak.Opening Urban | Niebieski |2018	benzyna	bezwypadkowy	2018.0	5.0	72481.0
727	Fiat Tipo Sedan | wersja Tipo | szary |klamki chrom |2019	benzyna	bezwypadkowy	2019.0	6.0	47100.0
728	Fiat Bravo II , Salon Polska, Serwis ASO, GAZ	benzyna	bezwypadkowy	2010.0	98028.0	24000.0
730	"Fiat Freemont 2.0d 170 PS ""Lounge"" 7-osobowy"	diesel	sprawny	2013.0	93900.0	56383.0
731	Fiat Panda II SALON PL WSP. KIEROW. IDEAŁ ZADBANY	benzyna	bezwypadkowy	2008.0	107000.0	10900.0
732	Fiat Croma II , Salon Polska, Klimatronic, Tempomat, Parktronic	diesel	bezwypadkowy	2007.0	116640.0	12000.0
733	Fiat Grande Punto , Salon Polska, Serwis ASO, Klima	benzyna	bezwypadkowy	2007.0	140349.0	13000.0
734	Fiat 500 , Salon Polska, 1. Właściciel, Serwis ASO, Klima	benzyna	bezwypadkowy	2012.0	122377.0	21000.0
735	Fiat 500 , Salon Polska, 1. Właściciel, Serwis ASO, Klima	benzyna	bezwypadkowy	2015.0	14871.0	30000.0
736	Fiat 500 , Salon Polska, Serwis ASO, Skóra, Klima, Parktronic	benzyna	bezwypadkowy	2013.0	25182.0	33000.0
737	Fiat Bravo II , Salon Polska, 1. Właściciel, GAZ, Klima	benzyna	bezwypadkowy	2009.0	183475.0	18500.0
738	Fiat Panda II , Salon Polska, 1. Właściciel, Serwis ASO	benzyna	bezwypadkowy	2004.0	56190.0	8500.0
739	Fiat Panda II , Salon Polska, Przejechał tylko 44075 KM	benzyna	bezwypadkowy	2008.0	44075.0	13000.0
740	Fiat 500 , Salon Polska, Klimatronic, Dach panoramiczny,ALU	benzyna	bezwypadkowy	2008.0	68966.0	19500.0
741	Fiat Siena Sedan 1,6 16V HL Stan IDEALNY !! Ew. ZAMIANA !!	benzyna	bezwypadkowy	1998.0	114000.0	4700.0
742	Fiat Panda II Przebieg tylko 72 tys. km	benzyna	bezwypadkowy	2007.0	72000.0	7900.0
743	Fiat 500 , Salon Polska, 1. Właściciel, Serwis ASO, Klima, Tempomat	benzyna	bezwypadkowy	2018.0	42.0	40000.0
744	Fiat Bravo II , Salon Polska, Serwis ASO, Klimatronic, Tempomat, Parktronic	diesel	bezwypadkowy	2012.0	77121.0	26000.0
745	Fiat Bravo II , Salon Polska, 1. Właściciel, GAZ, Klima, Parktronic	benzyna	bezwypadkowy	2007.0	124750.0	17000.0
746	Fiat 500 , Serwis ASO, Skóra, Navi, Klima, Parktronic	benzyna	bezwypadkowy	2016.0	10370.0	44000.0
747	Fiat 500 , Salon Polska, 1. Właściciel, Serwis ASO, Automat, Skóra,	benzyna	bezwypadkowy	2017.0	12784.0	46000.0
748	Fiat 500 , Serwis ASO, Skóra, Navi, Klima, Tempomat, Parktronic,	benzyna	bezwypadkowy	2017.0	20175.0	43700.0
749	Fiat 500 , Serwis ASO, Skóra, Navi, Klima, Parktronic	benzyna	bezwypadkowy	2016.0	10370.0	44000.0
750	Fiat Grande Punto , Salon Polska, Serwis ASO ,Bezkolizyjny	benzyna	bezwypadkowy	2009.0	113870.0	17000.0
751	Fiat Bravo II 1.9 JTD Dynamic FV 23% Serwisowany Bezwypadkowy	diesel	bezwypadkowy	2007.0	98030.0	19900.0
752	Fiat Grande Punto 1,3 Multijet 75 KM Salon Polska	diesel	sprawny	2006.0	192000.0	6500.0
753	Fiat Grande Punto Gwarancja / RATY BEZ BIK / 97000km /	benzyna	bezwypadkowy	2006.0	97000.0	9900.0
754	Fiat 500 1.2 Benzyna ! Z polskiego salonu ! Faktura VAT !	benzyna	bezwypadkowy	2013.0	84000.0	23900.0
755	Fiat 500 1.2 Lounge-krajowy-serwisowany-gwarancja-odDealera	benzyna	bezwypadkowy	2018.0	21100.0	43500.0
756	Fiat Scudo II 2.0 diesel 8-osobowy Panorama	diesel	bezwypadkowy	2012.0	178000.0	37900.0
757	Fiat Qubo spalanie 5l/100KM Salon Polska Serwisowany	diesel	bezwypadkowy	2011.0	270000.0	13800.0
758	Fiat Doblo II Tylko 75 tys.km.7 osobowy.Klima.Opłacony	benzyna	bezwypadkowy	2011.0	75000.0	30900.0
759	Fiat Linea 1.3! MultJet! 90KM ! Niski Przebieg!Klima!Opłacona	diesel	sprawny	2009.0	111000.0	12750.0
760	Fiat Bravo II 1,6multijet 120 KM Automat Serwisowany	diesel	sprawny	2009.0	185000.0	15800.0
761	Fiat Grande Punto 1.2 65KM Klimatyzacja Serwisowany Gwarancja	benzyna	bezwypadkowy	2009.0	120000.0	15900.0
762	Fiat Bravo II serwisy*gwarancja*stan idealny*city*multijet	diesel	bezwypadkowy	2010.0	154000.0	16700.0
764	Fiat Grande Punto 136 Tys km przebiegu / Serwisowany	benzyna	sprawny	2009.0	136000.0	14900.0
765	Fiat Sedici 1,6 16V, 120 KM, 4x4, 125 Tys.km, Gwarancja !!!	benzyna	bezwypadkowy	2010.0	125000.0	28900.0
766	Fiat Sedici 07 Klima Alu 4 x 4	diesel	sprawny	2007.0	196196.0	17999.0
767	Fiat Tipo Sedan |Pop | 1,4 95 KM |szary| Wyprzedaż	benzyna	bezwypadkowy	2018.0	6.0	48289.0
768	Fiat Sedici Krajowy, 120KM, 4x4, 2 x opony, ex demo	diesel	sprawny	2006.0	181000.0	18900.0
769	Fiat Ducato III 2,3 multijet H1 L1 6-cio osobowy	diesel	bezwypadkowy	2015.0	103000.0	49800.0
770	Fiat Ducato III L2H2, Bezwypadkowy,FV 23%,Salon POLSKA	diesel	bezwypadkowy	2013.0	156000.0	40836.0
771	Fiat Tipo 1,4 16v Pop_ 95KM_SUPER STAN_NEXT-CAR.PL	benzyna	bezwypadkowy	2017.0	36895.0	41900.0
772	Fiat Freemont DVD !!! 7-osobowy !!! Faktura Vat 23% !!!	diesel	sprawny	2014.0	199000.0	48990.0
773	Fiat Bravo II 1.9 JTD 120KM SERWISOWANY Oryginalny Przebieg	diesel	bezwypadkowy	2007.0	189000.0	13900.0
774	Fiat Doblo II Fiat Doblo II 2,0 Multijet 135 KM Emotion, 7 Osobowy, Salon PL, FV 2	diesel	bezwypadkowy	2014.0	176000.0	49815.0
775	Fiat Linea , Salon Polska, 1. Właściciel, Serwis ASO, Klima ,	benzyna	bezwypadkowy	2012.0	85531.0	21000.0
776	Fiat Bravo II , Salon Polska, Serwis ASO, Klimatronic, Tempomat, Parktronic	diesel	bezwypadkowy	2012.0	77121.0	26000.0
777	Fiat Bravo II , Salon Polska, 1. Właściciel, Serwis ASO, Klima	benzyna	bezwypadkowy	2007.0	88082.0	21000.0
778	Fiat Panda II , Salon Polska, 1. Właściciel ,Bezkolizyjny	benzyna	bezwypadkowy	2008.0	100514.0	12000.0
779	Fiat Punto II 1.2 benzyna wspomaganie el.szyby zadbany	benzyna	bezwypadkowy	2000.0	157000.0	2990.0
780	Fiat Panda II 1.1 BENZYNA 54KM I WŁAŚCICIEL OD NOWOŚCI	benzyna	bezwypadkowy	2006.0	215000.0	5900.0
781	Fiat Grande Punto KS.SERWIS**I WŁ W KRAJU**ALUFELGI**KLIMA	benzyna	sprawny	2007.0	175000.0	10900.0
782	Fiat Bravo II M-Jet, serwisowany, 12 m-cy gwarancji	diesel	sprawny	2007.0	173900.0	16986.0
783	Fiat Doblo I 1.4 benzyna Sprowadzany z Niemiec Opłacony	benzyna	sprawny	2007.0	183000.0	12900.0
784	Fiat Idea Opłacony Zadbany Serwisowany z Klimą od 1 Wł	benzyna	sprawny	2004.0	169000.0	7799.0
785	Fiat Linea , Salon Polska, Serwis ASO, GAZ, Parktronic	benzyna	bezwypadkowy	2008.0	94291.0	13500.0
786	Fiat Grande Punto PROMOCJA - Pisemna Gwarancja - zarejestrowany w Polsce	benzyna	bezwypadkowy	2012.0	162500.0	16700.0
787	Fiat Brava SALON_POLSKA 1,6 104-KM CENTRALNY +ELEK_SZYBY AIR	benzyna	sprawny	1999.0	171000.0	2400.0
788	Fiat Bravo II 1.6 Multijet 120 kM Blu&Me	diesel	bezwypadkowy	2012.0	159000.0	21900.0
789	Fiat Freemont 2.0MJ II 170KM -7Osób -FILM VIDEO -Zobacz	diesel	sprawny	2011.0	88000.0	68000.0
790	Fiat Qubo I wł,Serwis ASO,Bezwypadkowy,Salon Polska	benzyna	bezwypadkowy	2015.0	46000.0	29900.0
791	Fiat Punto Evo Panorama Dach, Tempomat, Klima-Tronic!!!	benzyna	sprawny	2011.0	128000.0	21900.0
792	Fiat Panda III Multijet Climbing S&S 4x4	diesel	sprawny	2014.0	108178.0	35055.0
793	Fiat Punto Evo 1.4 Klima Serwis I-właściciel Gwarancja	benzyna	bezwypadkowy	2013.0	38000.0	23900.0
795	Fiat 500 1.2 Benzyna ! Z polskiego salonu ! Faktura VAT !	benzyna	bezwypadkowy	2013.0	84000.0	23900.0
796	Fiat 500 1.2 Lounge-krajowy-serwisowany-gwarancja-odDealera	benzyna	bezwypadkowy	2018.0	21100.0	43500.0
797	Fiat Scudo II 2.0 diesel 8-osobowy Panorama	diesel	bezwypadkowy	2012.0	178000.0	37900.0
798	Fiat Qubo spalanie 5l/100KM Salon Polska Serwisowany	diesel	bezwypadkowy	2011.0	270000.0	13800.0
799	Fiat Doblo II Tylko 75 tys.km.7 osobowy.Klima.Opłacony	benzyna	bezwypadkowy	2011.0	75000.0	30900.0
800	Fiat Linea 1.3! MultJet! 90KM ! Niski Przebieg!Klima!Opłacona	diesel	sprawny	2009.0	111000.0	12750.0
801	Fiat Bravo II 1,6multijet 120 KM Automat Serwisowany	diesel	sprawny	2009.0	185000.0	15800.0
802	Fiat Grande Punto 1.2 65KM Klimatyzacja Serwisowany Gwarancja	benzyna	bezwypadkowy	2009.0	120000.0	15900.0
803	Fiat Bravo II serwisy*gwarancja*stan idealny*city*multijet	diesel	bezwypadkowy	2010.0	154000.0	16700.0
805	Fiat Grande Punto 136 Tys km przebiegu / Serwisowany	benzyna	sprawny	2009.0	136000.0	14900.0
806	Fiat Sedici 1,6 16V, 120 KM, 4x4, 125 Tys.km, Gwarancja !!!	benzyna	bezwypadkowy	2010.0	125000.0	28900.0
807	Fiat Sedici 07 Klima Alu 4 x 4	diesel	sprawny	2007.0	196196.0	17999.0
808	Fiat Tipo Sedan |Pop | 1,4 95 KM |szary| Wyprzedaż	benzyna	bezwypadkowy	2018.0	6.0	48289.0
809	Fiat Sedici Krajowy, 120KM, 4x4, 2 x opony, ex demo	diesel	sprawny	2006.0	181000.0	18900.0
810	Fiat Ducato III 2,3 multijet H1 L1 6-cio osobowy	diesel	bezwypadkowy	2015.0	103000.0	49800.0
811	Fiat Ducato III L2H2, Bezwypadkowy,FV 23%,Salon POLSKA	diesel	bezwypadkowy	2013.0	156000.0	40836.0
812	Fiat Tipo 1,4 16v Pop_ 95KM_SUPER STAN_NEXT-CAR.PL	benzyna	bezwypadkowy	2017.0	36895.0	41900.0
813	Fiat Freemont DVD !!! 7-osobowy !!! Faktura Vat 23% !!!	diesel	sprawny	2014.0	199000.0	48990.0
814	Fiat Bravo II 1.9 JTD 120KM SERWISOWANY Oryginalny Przebieg	diesel	bezwypadkowy	2007.0	189000.0	13900.0
815	Fiat Doblo II Fiat Doblo II 2,0 Multijet 135 KM Emotion, 7 Osobowy, Salon PL, FV 2	diesel	bezwypadkowy	2014.0	176000.0	49815.0
816	Fiat 500 1.2i 69KM KLIMA/panoramadach/alumki/super stan/	benzyna	sprawny	2012.0	120000.0	22900.0
817	Fiat Bravo II KREDYT BEZ BIK I KRD !!!	benzyna	sprawny	2012.0	193000.0	22444.0
818	Fiat Grande Punto Polski Salon, Slinik Benzynowy 1.4 8V 77KM	benzyna	bezwypadkowy	2006.0	150000.0	13999.0
819	Fiat 500X , Salon Polska, Serwis ASO, Skóra, Navi, Klimatronic,	diesel	bezwypadkowy	2015.0	57934.0	50000.0
820	Fiat Scudo II Klima. 9-miejsc. Ks.Serwisowa. Gwarancja	diesel	bezwypadkowy	2010.0	125996.0	30000.0
821	Fiat Panda III JAK NOWAkrajowa18tys.km 1-właściciel 5-osobowa	benzyna	bezwypadkowy	2015.0	18000.0	28500.0
822	Fiat Bravo II KREDYT BEZ BIK I KRD !!!	benzyna	sprawny	2012.0	193000.0	22444.0
823	Fiat Punto IV 1.2 65ps Anglik Bogata opcja Stan BDB!	benzyna	bezwypadkowy	2014.0	62000.0	10000.0
824	Fiat Qubo 1.3MJ 75KM 5Drzwi -Klima -FILM VIDEO -Zobacz	diesel	sprawny	2008.0	200000.0	14200.0
825	Fiat Doblo I 1.3 Multijet # Klimatyzacja# Sprowadzony z Niemiec	diesel	sprawny	2007.0	212147.0	12500.0
826	Fiat Freemont Stan idealny,rodzinny, funkcjonalny,ekonomiczny,diesel, 4X4	diesel	sprawny	2013.0	109000.0	57900.0
827	Fiat 500 Elektryczny 113 KM (83 kW) 199 Nm Klimatyzacja	nap	sprawny	2015.0	35000.0	64900.0
828	Fiat Grande Punto 1.2 8V 65KM Klima BEZWYPADEK Bardzo Zadbany	benzyna	bezwypadkowy	2008.0	156000.0	12900.0
829	Fiat Qubo spalanie 5l/100KM Salon Polska Prywatny właściciel SerwisASO	diesel	bezwypadkowy	2011.0	270000.0	13800.0
831	Fiat Croma II 1.9 JTD Active**Zarejestrowany w Polsce	diesel	sprawny	2006.0	200000.0	9900.0
832	Fiat Tipo 1.4 16v-vat23%- Pop-gwarancja-krajowy-odDealera	benzyna	bezwypadkowy	2017.0	15600.0	44900.0
833	Fiat Sedici 1.9MJTD 120KM 4x4 Emotion -FILM VIDEO +Koła zimowe	diesel	sprawny	2007.0	44000.0	21500.0
834	Fiat 500 Oszczędny - City - Naprawdę Polecam - Auto z GWARANCJĄ	benzyna	bezwypadkowy	2009.0	68000.0	16900.0
835	Fiat Panda III 1.3 M-jet Van 75 KM Gwarancja !!!	diesel	bezwypadkowy	2014.0	141000.0	16000.0
836	Fiat 500 1.2 69 KM / Lounge / Panorama / Klima / ASR / Alu	benzyna	bezwypadkowy	2009.0	108559.0	17499.0
837	Fiat Bravo II Klima,Niski przebieg,Gwarancja pisemna	benzyna	bezwypadkowy	2008.0	111254.0	16800.0
838	Fiat 500 1.2i 69KM KLIMA/panoramadach/alumki/super stan/	benzyna	sprawny	2012.0	120000.0	22900.0
840	Fiat 500 Salon Pl*ABARTH*165KM*Bezwypadkowy*Idealny*F23%	benzyna	bezwypadkowy	2016.0	33000.0	67650.0
841	Fiat Panda III 1,2 *Salon Polska*Klima*Alu*	benzyna	bezwypadkowy	2013.0	94500.0	23500.0
842	Fiat 500 1,2 69 KM| Lounge |Uconnect Link,pak.Komfort |Wyprzedaż	benzyna	bezwypadkowy	2018.0	4.0	49725.0
843	Fiat Stilo tylko:135 tyś km 1,6 benzyna ASHLEY	benzyna	sprawny	2004.0	135000.0	9700.0
844	Fiat Grande Punto Klima - Bardzo Zadbany Egzemplarz - Auto z GWARANCJĄ	benzyna	bezwypadkowy	2008.0	157000.0	13700.0
845	Fiat Punto Evo Evo 1.4 Dynamic + 1.4 Fire 8V 77CV	benzyna	sprawny	2009.0	155030.0	15900.0
846	Fiat 500L Zarejestrowany - serwisowany - szklany dach - bardzo oszczędny	diesel	bezwypadkowy	2014.0	84000.0	47900.0
847	Fiat Punto III Wersja Sound opłacony z gwarancją	benzyna	sprawny	2005.0	200000.0	9999.0
848	Fiat Croma II 1.9jtd 150 KM tempomat zarej.	diesel	sprawny	2008.0	193000.0	10900.0
849	Fiat Doblo II JTD klima V.a.t boczne drzwi	diesel	sprawny	2012.0	89000.0	22632.0
850	Fiat 500 Gwarancja Techniczna, 100% Przebieg, Klimatyzacja, 900ccm - Turbo !!	benzyna	bezwypadkowy	2010.0	100000.0	15900.0
852	Fiat Grande Punto 1.4 benzyna 95KM opłacony! Gwarancja!	benzyna	sprawny	2006.0	153000.0	8900.0
853	Fiat 500 500 1.2 69 KM Lift 2016	benzyna	sprawny	2016.0	12000.0	34500.0
854	Fiat Grande Punto 1,3 JTD 75 Dynamic (581)	diesel	sprawny	2009.0	217000.0	8727.0
855	Fiat 500 PO3CA43 # POP # Jak nowy # Mały przebieg #	benzyna	bezwypadkowy	2017.0	14835.0	34700.0
856	Fiat Multipla Salon Polska, klimatyzacja , 2-gi właściciel!	diesel	bezwypadkowy	2003.0	189000.0	3990.0
857	Fiat 500 Jak nowy! bez ukrytych wad! faktura VAT	benzyna	bezwypadkowy	2007.0	94300.0	19800.0
858	Fiat Stilo 1.9 JTD Kombi Panorama Klimatyzacja HAK Zadbane Auto	diesel	sprawny	2003.0	225000.0	6500.0
859	Fiat Stilo VIN/Przebieg gwar/Kupiony z aukcji aut posalonowych	diesel	bezwypadkowy	2006.0	199000.0	7500.0
860	Fiat Freemont Fuul opja, skóra, parktronik, tempomat idealny zapraszam	diesel	bezwypadkowy	2011.0	140000.0	48900.0
861	Fiat Stilo 1.6 16V 103 KM Klima Zarejestrowany 130.000 km !	benzyna	bezwypadkowy	2004.0	130000.0	4700.0
862	Fiat Bravo II Fv23%*Opłacony*Dynamic*MultiAir*Navi*1.4Turbo*140KM	benzyna	bezwypadkowy	2010.0	135000.0	29900.0
863	Fiat Sedici 4x4 +blokada,Skóra ,Navi,Gwarancja pisemna ,Lakier Oryginał	diesel	bezwypadkowy	2007.0	256457.0	15600.0
864	Fiat Punto IV Punto 2012 1.4 LPG fabryczny	benzyna	bezwypadkowy	2012.0	192000.0	15000.0
865	Fiat Bravo II 1.4 T.Ben.120KM /Lift/Serwis Aso/Opłacony	benzyna	bezwypadkowy	2010.0	148000.0	21800.0
866	Fiat Punto IV Krajowy 1 Właściciel 2015 Benzyna+LPG Klima	benzyna	bezwypadkowy	2015.0	112000.0	27700.0
868	Fiat Ducato III 2,0 JTD 115 MultiJet Klima 9-osobowy	diesel	sprawny	2013.0	133000.0	46900.0
869	Fiat Scudo II Panorama / Nawiewy / 176 Tyś km przebiegu	diesel	bezwypadkowy	2012.0	176000.0	37500.0
870	Fiat Grande Punto *PERFEKCYJNY*Autentyczny Przebieg*I Właściciel*	benzyna	sprawny	2008.0	139000.0	12800.0
871	Fiat 500 Krajowy 1 Właściciel Klima 2014 + Rok Gwarancji	benzyna	uszkodzony	2014.0	70000.0	27900.0
872	Fiat Panda II I właściciel, Salon Polska, Serwis ASO	benzyna	bezwypadkowy	2003.0	121000.0	7900.0
873	Fiat Croma II 2.4 Diesel* 200KM* Skóra* Climatronik* Automat* Gwarancja	diesel	sprawny	2005.0	228874.0	12900.0
874	Fiat Sedici Klim. automatyczna, 6 biegów, po opłatach	diesel	sprawny	2010.0	152000.0	23900.0
875	Fiat Croma II 1.8 16V 140KM Kombi -FILM VIDEO -Zobacz	benzyna	sprawny	2009.0	122000.0	19900.0
876	Fiat Grande Punto = SALON POLSKA - KLIMATYZACJA - STAN BDB =	benzyna	bezwypadkowy	2009.0	153467.0	13900.0
877	Fiat Stilo 1.9JTD 115KM Klimatronik 1 właściciel Zero korozji	diesel	sprawny	2003.0	194000.0	4900.0
878	Fiat Bravo II Dynamic 1.4 16V 90KM TYLKO 89tys km!!	benzyna	bezwypadkowy	2007.0	89870.0	15900.0
879	Fiat Grande Punto ZAMIANA RATY KLIMATYZACJA WERSJA SPORT OPŁACONY	benzyna	bezwypadkowy	2006.0	218266.0	8700.0
880	Fiat Tipo 1.4 16v Pop hatchback 5DR KR7FF80	benzyna	bezwypadkowy	2017.0	19561.0	42000.0
881	Fiat 500 # PO2CE07 # Salon Polska # 1.2 POP # Faktura Vat 23 %	benzyna	sprawny	2017.0	11572.0	34399.0
882	Fiat Grande Punto 1.4 benzyna/5 drzwi/ klima / gwarancja / Kłodzko	benzyna	bezwypadkowy	2009.0	159452.0	14700.0
883	Fiat Bravo II 1.9 SPORT 150 KM ASO JAK NOWY	diesel	bezwypadkowy	2009.0	124850.0	24900.0
884	Fiat 500 1,2i 69KM CreamWhite Klima Serwis ASO GwArAnCjA TOP	benzyna	bezwypadkowy	2013.0	99000.0	23900.0
885	Fiat Ducato III ZAMIANA RATY AUTO LAWETA HAK 7 OSOBOWY	diesel	sprawny	2007.0	191145.0	37400.0
886	Fiat Grande Punto KLIMA 1. WŁAŚCICIEL TECHNICZNIE IDEAŁ OKAZJA !!!	diesel	sprawny	2014.0	132191.0	12800.0
887	Fiat Panda II Opłacony 1.2 60KM Wspomaganie CITY	benzyna	sprawny	2009.0	28000.0	11700.0
888	Fiat Grande Punto KREDYT BEZ BIK I KRD !!!	benzyna	bezwypadkowy	2008.0	186000.0	13150.0
889	Fiat Croma II 1.9 JTD, gwarancja, bogata wersja, ASO, idealna!	diesel	bezwypadkowy	2009.0	179000.0	20900.0
890	Fiat Punto III 1.2 8V Classic,Krajowy,I WŁ,Klimatyzacja	benzyna	bezwypadkowy	2010.0	33000.0	14990.0
891	Fiat 500 Polski Salon, Rej. 12.2015r, ZADBANY, FV VAT ! ! !	benzyna	bezwypadkowy	2015.0	109.0	27999.0
892	Fiat 500 *skórzana tapicerka *raty nawet bez BIK!	benzyna	bezwypadkowy	2010.0	64000.0	17900.0
893	Fiat Panda II Raty/Zamiana Gwarancja wspomaganie kierownicy benzyna	benzyna	bezwypadkowy	2009.0	130000.0	9500.0
894	Fiat Grande Punto 1.4 Active. Opłacony, przygorowany do rej. Serwisowany!	benzyna	bezwypadkowy	2009.0	92779.0	12500.0
895	Fiat Stilo tylko:135 tyś km 1,6 benzyna ASHLEY	benzyna	bezwypadkowy	2004.0	135000.0	9700.0
896	Fiat Punto Evo 1.3 M-JET 75KM.klimatyzacja!Po opłatach!	diesel	sprawny	2011.0	112859.0	15900.0
897	Fiat Bravo II 1.4 Benzyna 120 KM_SUPER STAN_SUPER OKAZJA!	benzyna	bezwypadkowy	2010.0	80677.0	21500.0
898	Fiat 500L 1,4i 95KM Serwisowany GwArAnCjA TOP Zadbany Model2013	benzyna	bezwypadkowy	2012.0	105000.0	33900.0
899	Fiat Tipo Stan idealny,przebieg 11 tys,1.4 benzyna, 95KM	benzyna	sprawny	2017.0	11000.0	43900.0
900	Fiat 500X I 1.4 Turbo Benzyna 140KM Nawigacja	benzyna	sprawny	2017.0	26000.0	56900.0
901	Fiat 500 Szklany Dach - Limitowa EDITION-Ks.serw.-Stan bdb-Gwarancja	benzyna	bezwypadkowy	2010.0	123000.0	18400.0
902	Fiat 500 Salon Pl*ABARTH*165KM*Bezwypadkowy*Idealny*F23%	benzyna	bezwypadkowy	2016.0	33000.0	67650.0
903	Fiat Punto I 1.2 75KM 3 Drzwi -Zobacz	benzyna	sprawny	1994.0	250000.0	3800.0
904	Fiat Punto IV Krajowy 1 Właściciel Klima+Rok Gwarancji	benzyna	bezwypadkowy	2013.0	54000.0	25800.0
905	Fiat 500 1,2 69 KM |Lounge +klima automatyczna | Niebieski|Wyprzedaż	benzyna	bezwypadkowy	2018.0	7.0	48535.0
907	Fiat Panda II SalonPL II Wł Mały przebieg	benzyna	sprawny	2005.0	63000.0	7900.0
908	Fiat Panda II 1.1 54KM -Wsp. kier. -FILM VIDEO -Zobacz	benzyna	sprawny	2008.0	137000.0	10500.0
909	Fiat Grande Punto 1.2 65KM 3D -FILM VIDEO -Zobacz	benzyna	sprawny	2009.0	186000.0	10500.0
910	Fiat Grande Punto 5dr 1,2+LPG 2011 TYLKO 73tys.km!!	benzyna	bezwypadkowy	2011.0	73385.0	17500.0
911	Fiat Ulysse II zarejestrowany*stan idealny*7 os	diesel	bezwypadkowy	2006.0	186000.0	10800.0
912	Fiat Panda II 1.3 Multijet 75KM 4X4, Klima, Szyberdach	diesel	sprawny	2010.0	201000.0	18900.0
913	Fiat Punto Evo Punto Evo Abarth 1.4Turbo 165KM Klimatronic	benzyna	sprawny	2011.0	104000.0	33900.0
914	Fiat Bravo II , Salon Polska, 1. Właściciel, Serwis ASO, Klima	benzyna	bezwypadkowy	2009.0	71379.0	22500.0
915	Fiat 500 , Salon Polska, 1. Właściciel, Serwis ASO	benzyna	bezwypadkowy	2018.0	4911.0	45000.0
917	Fiat 500 1.2i 8V Lounge Automatic LPG Serwis 2 xkoła	benzyna	sprawny	2008.0	52300.0	26900.0
918	Fiat Bravo II , Salon Polska, GAZ, Klima ,Bezkolizyjny	benzyna	bezwypadkowy	2011.0	153213.0	22000.0
919	Fiat Freemont Lounge, 4x4, navi, DVD, skóra, FV-23%, gwarancja	diesel	bezwypadkowy	2013.0	138400.0	56900.0
920	Fiat Freemont bezwypadkowy z gwarancja jak nowy-gwarancja,7osobowy	diesel	bezwypadkowy	2012.0	166000.0	36700.0
921	Fiat Scudo II 2.0 JTD 130 KM, 9-miejscowy, z polskiego salonu, faktura VAT (4111)	diesel	bezwypadkowy	2012.0	247153.0	35900.0
922	Fiat 500L 1,4i 95KM Serwisowany GwArAnCjA TOP Zadbany Model2013	benzyna	bezwypadkowy	2012.0	105000.0	33900.0
923	Fiat Tipo Stan idealny,przebieg 11 tys,1.4 benzyna, 95KM	benzyna	sprawny	2017.0	11000.0	43900.0
924	Fiat 500X I 1.4 Turbo Benzyna 140KM Nawigacja	benzyna	sprawny	2017.0	26000.0	56900.0
925	Fiat 500 Szklany Dach - Limitowa EDITION-Ks.serw.-Stan bdb-Gwarancja	benzyna	bezwypadkowy	2010.0	123000.0	18400.0
926	Fiat 500 Salon Pl*ABARTH*165KM*Bezwypadkowy*Idealny*F23%	benzyna	bezwypadkowy	2016.0	33000.0	67650.0
927	Fiat Punto I 1.2 75KM 3 Drzwi -Zobacz	benzyna	sprawny	1994.0	250000.0	3800.0
928	Fiat Punto IV Krajowy 1 Właściciel Klima+Rok Gwarancji	benzyna	bezwypadkowy	2013.0	54000.0	25800.0
929	Fiat 500 1,2 69 KM |Lounge +klima automatyczna | Niebieski|Wyprzedaż	benzyna	bezwypadkowy	2018.0	7.0	48535.0
931	Fiat Panda II SalonPL II Wł Mały przebieg	benzyna	sprawny	2005.0	63000.0	7900.0
932	Fiat Panda II 1.1 54KM -Wsp. kier. -FILM VIDEO -Zobacz	benzyna	sprawny	2008.0	137000.0	10500.0
933	Fiat Grande Punto 1.2 65KM 3D -FILM VIDEO -Zobacz	benzyna	sprawny	2009.0	186000.0	10500.0
934	Fiat Grande Punto 5dr 1,2+LPG 2011 TYLKO 73tys.km!!	benzyna	bezwypadkowy	2011.0	73385.0	17500.0
